,Date,Rent/Buy,Where,Address,ZipCode,Description,Type,NbOfRooms,Surface,Floor,Price,Source
91,17/03/2017,Rent,Lausanne,Rue du Valentin 34,1004 Lausanne,"Entrée, dégagement, cuisine ouverte entièrement agencée y.c. lave-vaisselle, coin à manger, salle de bains-WC, WC séparé, balcon",Appartement,4.5,95 m2,11.,CHF 2'880.–,Immostreet
92,17/03/2017,Rent,Lausanne,Rue de la Tour 33,1004 Lausanne,"Immeuble situé au centre-ville, entre deux rues piétonnes et marchandes, proche de toutes commodités. Appartement en duplex comprenant: hall d'entrée, séjour avec cheminée, 3 chambres à coucher, cu...",Appartement,4.5,118 m2,2.,CHF 2'910.–,Immostreet
93,17/03/2017,Rent,Lausanne,Chemin des Retraites 11,1004 Lausanne,Appartement de 3.5 pièces au 6ème étage comprenant: - un hall - un wc séparé - une cuisine entièrement agencée avec lave-linge combiné sèche-linge et ouverte sur un très grand séjour - une chambre ...,Attique,3.5,90 m2,6.,CHF 2'950.–,Immostreet
94,17/03/2017,Rent,Lausanne,Avenue de France 1,1004 Lausanne,"Avenue de France 1 à Lausanne Loft au 5ème étage - env. 116 m2 Quartier centre ville, proche des transports publics et commerces •Cuisine agencée et équipée ouverte •Mezzanine •Salle de bains/wc av...",Loft,1,116 m2,5.,CHF 3'080.–,Immostreet
95,17/03/2017,Rent,Lausanne,Avenue de France,1004 Lausanne,"Situé au coeur de la ville de Lausanne, à deux pas de la place Chauderon, proche des commerces, des restaurants et transports publics, ce magnifique appartement de 4.5 pièces se situe au 4ème étage...",Appartement,4.5,109 m2,4.,CHF 3'150.–,Immostreet
96,17/03/2017,Rent,Lausanne,Chemin Aimé-Steinlen 15,1004 Lausanne,L'appartement est spacieux et lumineux et se compose comme suit: - hall d'entrée avec rangements - cuisine ouvert entièrement équipée (vitrocéramique) ouvert sur grand séjour/salle à manger - 3 cha...,Appartement,4.5,110 m2,4.,CHF 3'220.–,Immostreet
97,17/03/2017,Rent,Lausanne,,1004 Lausanne,"Appartement de 4.5 pièces (117m2) dans immeuble neuf. Equipé de tout le confort, notamment cuisine, salles de bains, fibre optique (téléphonie et web). Construit en développement durable et minergi...",Appartement,4.5,117 m2,4.,CHF 3'300.–,Immostreet
98,17/03/2017,Rent,Lausanne,Aimé-Steinlen 15,1004 Lausanne,"Appartement de 4.5 pièces au 4ème étage composé d'un hall d'entrée, d'un séjour, d'une cuisine agencée, de trois chambres à coucher, d'une salle de bains/WC, d'une salle de douche/WC, d'un balcon. ...",Appartement,4.5,107 m2,4.,CHF 3'470.–,Immostreet
99,17/03/2017,Rent,Lausanne,"Jomini, avenue5",1004 Lausanne,"Situé proche de toutes les commodités, écoles et axes autoroutiers à 5 min, ce bel appartement se compose comme suit: Hall d'entrée Salon Salle à manger partiellement ouverte sur le salon Cuisine o...",Appartement,4.5,100 m2,2.,CHF 3'700.–,Immostreet
100,17/03/2017,Rent,Lausanne,Avenue d'Echallens 22,1004 Lausanne,"Hall, cuisine agencée, y.c. lave-vaisselle, salle de bains/WC att. à une des chambres, salle de bains/WC.",Appartement,4.5,144 m2,6.,CHF 4'000.–,Immostreet
101,17/03/2017,Rent,Lausanne,Rue du Petit-Valentin 6,1004 Lausanne,Immeuble à 5 minutes de la Riponne cave au sous-sol,Cave,,,,CHF 50.–,Immostreet
102,17/03/2017,Rent,Lausanne,Rue Pré-du-Marché 19,1004 Lausanne,Proche du centre-ville et de toutes les commodités.,Cave,,,,CHF 60.–,Immostreet
103,17/03/2017,Rent,Lausanne,Rue du Tunnel 9,1005 Lausanne,"Immeuble idéalement situé au centre-ville, proche des transports publics et de toutes commodités. Appartement 1 pièce au 4ème étage composé d'une chambre, une cuisine, une salle-de-bains/wc, et une...",Appartement,1,28 m2,,CHF 800.–,Immostreet
104,17/03/2017,Rent,Lausanne,Rue St-Martin 28,1005 Lausanne,"Vous recherchez un logement proche des commerces, des transports publics. Cet appartement est fait pour vous!!! Pièce à vivre avec parquet au sol Kitchenette rénovée avec frigo, four et plan de cui...",Appartement,1,21 m2,2.,CHF 840.–,Immostreet
105,17/03/2017,Rent,Lausanne,Rue du Tunnel 11,1005 Lausanne,"Immeuble idéalement situé, à proximité des transports publics (arrêt M2), commerces et écoles. Appartement 1 pièce au 2ème étage composé d'une chambre, une cuisinette, une salle-de-bains/wc, une ca...",Appartement,1,18 m2,2.,CHF 970.–,Immostreet
106,17/03/2017,Rent,Lausanne,Avenue des Mousquines 23,1005 Lausanne,"Petit studio meublé dans le centre le Lausanne, meublé. Il a aussi une cave. 3ème étage avec ascenseur.",Studio,1,18 m2,3.,CHF 990.–,Immostreet
107,17/03/2017,Rent,Lausanne,Avenue de la Dôle 9,1005 Lausanne,"situé dans immeuble à proximité du CHUV et de la station ""place de l'Ours"" du métro M2, cuisine agencée, salle de bains-WC, balcon.",Appartement,1,26 m2,5.,CHF 1'060.–,Immostreet
108,17/03/2017,Rent,Lausanne,Chemin du Calvaire 17,1005 Lausanne,Renseignement chez Mme Goldschmidt tél: 021 340 66 66 le matin de 8.30 h à 12.30 h,Appartement,1,26 m2,R.D.C.,CHF 1'070.–,Immostreet
109,17/03/2017,Rent,Lausanne,Rue Saint-Martin 36,1005 Lausanne,"Centre ville, proche des commerces et des transports publics, hall, cuisine agencée, salle de bains-WC.",Appartement,2,48 m2,2.,CHF 1'240.–,Immostreet
110,17/03/2017,Rent,Lausanne,Pace du Vallon,1005 Lausanne,"Joli appartement au centre de Lausanne à l'abri de la pollution sonore, situé au rez supérieur comprend : * 1er hall d'entrée face à une cuisine moderne agencée,     agréable et fermée ; * 2è hall ...",Appartement,2.5,,R.D.C.,CHF 1'360.–,Immostreet
111,17/03/2017,Rent,Lausanne,Chemin de Montmeillan 19 -21,1005 Lausanne,"Immeuble partiellement rénové, avec ascenseur, secteur calme et verdoyant, proche du centre et des commodités. Entrée, séjour avec rangements, une grande chambre, cuisine habitable, récente séparée...",Appartement,2,43 m2,4.,CHF 1'415.–,Immostreet
112,17/03/2017,Rent,Lausanne,Rue du Tunnel 18,1005 Lausanne,"Entrée, cuisine agencée, salle de bains-WC.",Appartement,2,45 m2,0,CHF 1'550.–,Immostreet
113,17/03/2017,Rent,Lausanne,César-Roux 4,1005 Lausanne,"Appartement de 2.5 pièces au 6ème étage composé d'un hall d'entre, un séjour, une cuisine agencée, une chambre à coucher, une salle de bains/WC et un balcon. Pour les visites, merci de contacter la...",Appartement,2.5,66 m2,6.,CHF 1'620.–,Immostreet
114,17/03/2017,Rent,Lausanne,Avenue Eugène-Rambert 5,1005 Lausanne,Un cadre de vie agréable vous attend dans ce bel appartement disposant d'une situation de choix dans un quartier joliment arborisé. Les transports publics à proximité vous permettront d'accéder en ...,Appartement,3.5,66 m2,3.,CHF 1'700.–,Immostreet
115,17/03/2017,Rent,Lausanne,Av. de la dôle 10,1005 Lausanne,"Appartement de 3.5 pièces au 4e étage d'env. 65 m2, comprenant: hall d'entrée, cuisine agencée, 2 chambres, séjour, salle-de-bains/WC, balcon",Appartement,3.5,65 m2,4.,CHF 1'700.–,Immostreet
116,17/03/2017,Rent,Lausanne,Avenue de Béthusy 28,1005 Lausanne,Pour les visites nous vous prions de vous inscrire auprès de Madame Popa Potalivo au 078/708.42.93. Les visites groupées auront lieu: le lundi 20 mars et le jeudi 23 mars de 17h00 à 19h00. Ce beau ...,Duplex,2.5,62 m2,5.,CHF 1'725.–,Immostreet
117,17/03/2017,Rent,Lausanne,César-Roux 20,1005 Lausanne,Lausanne César-Roux 20 ? Appartement 3 pièces au rez inférieur Libre de suite Loyer Fr. 1490.-- plus Fr. 240.-- charges Pour visiter : Immeubles Services Plus au 021/964.46.36,Appartement,3,,R.D.C.,CHF 1'730.–,Immostreet
118,17/03/2017,Rent,Lausanne,César-Roux 4,1005 Lausanne,"Appartement de 2.5 pièces au 1er étage composé comme suit: Un salon, une chambre, une cuisine agencée, une salle de bains/WC, un réduit et un balcon. Pour les visites, deux visites groupées sont pr...",Appartement,2.5,66 m2,1.,CHF 1'740.–,Immostreet
119,17/03/2017,Rent,Lausanne,Orient-Ville8,1005 Lausanne,"Bel appartement de 2½ pièces au 1er étage rénové dans immeuble ancien, beaucoup de cachet, à deux pas du Parc Mon-Repos. Très tranquille. - Hall, séjour, cuisine agencée, salle de bains/WC, chambre...",Appartement,2.5,66 m2,1.,CHF 1'780.–,Immostreet
120,17/03/2017,Rent,Lausanne,Av. du Léman 42,1005 Lausanne,"Entrée, réduit, cuisine fermée, frigo, cuisinière électrique, hotte, salle de bains-WC, balcon.",Appartement,3,70 m2,R.D.C.,CHF 1'870.–,Immostreet
121,17/03/2017,Rent,Lausanne,Avenue du Léman 68,1005 Lausanne,"Lausanne, appartement de 3.5 pièces au 4ème étage comprenant une entrée, une cuisine agencée, un séjour, une salle de bains/WC, deux chambres à coucher et un balcon. Une place de parc disponible à ...",Appartement,,76 m2,,CHF 1'965.–,Immostreet
122,17/03/2017,Rent,Lausanne,Avenue du Léman 28,1005 Lausanne,"Immeuble idéalement situé à 5 minutes du centre ville. Bel appartement avec beaucoup de rangements orienté sud, offrant une vue sur le lac. Comprenant: - Une cuisine - Un grand séjour ouvert sur le...",Appartement,3.5,68 m2,3.,CHF 2'030.–,Immostreet
123,17/03/2017,Rent,Lausanne,Avenue du Léman 28,1005 Lausanne,Immeuble idéalement situé à 5 minutes du centre ville. Bel appartement idéal pour jeune couple ou famille Logement spacieux et lumineux comprenant: - Une cuisine agencée - Un grand séjour avec un c...,Appartement,3.5,68 m2,5.,CHF 2'060.–,Immostreet
124,17/03/2017,Rent,Lausanne,Avenue de Béthusy 4,1005 Lausanne,"Dans un immeuble proche du centre-ville, proche de toutes commodiftés (accès au M2 à deux pas). Appartement de 3.5 pièces Magnifique logement comprenant: - un hall - un séjour - 2 chambres à couche...",Appartement,3.5,73 m2,2.,CHF 2'215.–,Immostreet
125,17/03/2017,Rent,Lausanne,Rue St-Martin 28,1005 Lausanne,"Vous recherchez un logement proche des commerces, des transports publics Cet appartement lumineux est fait pour vous... - Séjour avec parquet au sol rénové -Cuisine entièrement rénovée - Pour votre...",Appartement,4.5,78 m2,3.,CHF 2'245.–,Immostreet
126,17/03/2017,Rent,Lausanne,Rue St-Martin 30,1005 Lausanne,"Vous recherchez un logement proche des commerces, des transports publics Cet appartement lumineux est fait pour vous... Séjour avec parquet au sol rénové Cuisine entièrement rénovée Pour votre conf...",Appartement,4.5,77 m2,3.,CHF 2'245.–,Immostreet
127,17/03/2017,Rent,Lausanne,Charles-Vuillermet 6,1005 Lausanne,Bel immeuble en face de la cathédrale au coeur du quartier de la Cité Charmant appartement en duplex idéal pour jeune couple Comprenant: - Hall d'entrée avec armoires murales - Cuisine agencée ouve...,Appartement,3,90 m2,4.,CHF 2'290.–,Immostreet
128,17/03/2017,Rent,Lausanne,Av. de Jaman 13,1005 Lausanne,L'appartement se trouve au rez-de-chaussée d'un immeuble résidentiel situé en plein coeur de Lausanne dans un quartier calme et résidentiel!. Il se compose de 3.5 pièces avec une surface habitable ...,Appartement,3.5,83 m2,,CHF 2'340.–,Immostreet
129,17/03/2017,Rent,Lausanne,Av. de Rumine 22,1005 Lausanne,"A louer beau et spacieux 4 pièces, d’environ 125 m2, comprenant : - hall d'entrée - cuisine agencée habitable - salle à manger - spacieux salon avec cheminée d'ornement - salle de bains avec lavabo...",Appartement,4,127 m2,5.,CHF 2'610.–,Immostreet
130,17/03/2017,Rent,Lausanne,Académie 2,1005 Lausanne,"Spacieux logement en duplex avec cachet, situé au cœur de la cité de Lausanne, à proximité de toutes commodités. Descriptif : Grand séjour avec cheminée 2 chambres Cuisine agencée et habitable Sall...",Appartement,3.5,85 m2,2.,CHF 2'640.–,Immostreet
131,17/03/2017,Rent,Lausanne,Montagibert 2,1005 Lausanne,"Appartement de 4 pièces au 4ème étage composé d'un hall d'entrée, un séjour, une cuisine agencée, trois chambres à coucher, une salle de bain/WC, deux balcons. Pour les visites, merci de contacter ...",Appartement,4,87 m2,4.,CHF 2'885.–,Immostreet
132,17/03/2017,Rent,Lausanne,Av. de Montoie 37,1005 Lausanne,"Au 5e étage, spacieux appartement de 4,5 pièces composé d'une grande entrée avec armoire murale, d'une cuisine agencée fermée, d'un salon / salle à manger, de trois chambres, d'une salle de bains /...",Appartement,4.5,116 m2,,CHF 2'900.–,Immostreet
133,17/03/2017,Rent,Lausanne,Avenue du Léman89,1005 Lausanne,"Appartement composé de 3.5 pièces au 1er étage d'env. 92m2 avec balcon, hall d'entrée, cuisine agencée ouverte sur salon/salle à manger, une salle de douche, ainsi que deux chambres dont une avec s...",Appartement,3.5,92 m2,1.,CHF 2'900.–,Immostreet
134,17/03/2017,Rent,Lausanne,Avenue du Léman89,1005 Lausanne,"Appartement de 3.5 pièces au 3ème étage composé d'un hall d'entrée, un séjour, une cuisine agencée, deux chambres à coucher, une salle de bains/WC, une salle de douche/WC, un balcon. Charges et pla...",Appartement,3.5,92 m2,3.,CHF 2'900.–,Immostreet
135,17/03/2017,Rent,Lausanne,"Rumine 21, av. de",1005 Lausanne,Cet appartement luminueux et agréablement aménagé saura vous séduire par : - Large hall avec penderie et cagibi - Cuisine équipée avec porte coulissante sur la salle à manger - Séjour et salle à ma...,Appartement,5,111 m2,4.,CHF 2'945.–,Immostreet
136,17/03/2017,Rent,Lausanne,Avenue du Tribunal-Fédéral 23,1005 Lausanne,"Ce prestigieux appartement, entièrement rénové, se situe au 2ème étage d'un immeuble du quartier de la Place de l'Ours, à côté de la piscine de Mon-Repos, du parc, du centre ville et des transports...",Appartement,4,108 m2,2.,CHF 2'950.–,Immostreet
137,17/03/2017,Rent,Lausanne,AV. EUGENE-RAMBERT 24,1005 Lausanne,"Cuisine : fenêtre, habitable fermée / Agencement : congélateur, cuisinière électrique, frigo, hotte ventilation, lave-vaisselle / Caractéristiques : balcon, hall, cheminée ornement, cave . Orientat...",Appartement,5.5,129 m2,2.,CHF 3'020.–,Immostreet
138,17/03/2017,Rent,Lausanne,Avenue de Rumine,1005 Lausanne,"Centre ville - downtown Appartement dans les combles, vue sur le lac, grand séjour, hall, 2 chambres à coucher, salle de bain, cuisine, cave, jardin commun à l'immeuble à disposition 90m2 (env.). P...",Appartement,3.5,90 m2,3.,CHF 3'250.–,Immostreet
139,17/03/2017,Rent,Lausanne,Chemin de la Vuachère 2 A,1005 Lausanne,"dans immeuble récent et résidentiel de quatre logements, cuisine entièrement agencée, salle de bains-WC, douche-WC, balcon avec vue imprenable sur le lac.",Appartement,5,150 m2,1.,CHF 3'780.–,Immostreet
140,17/03/2017,Rent,Lausanne,Avenue du Léman 34,1005 Lausanne,"Appartement comprenant : grand séjour avec cuisine entièrement agencée ouverte et neuve, 4 chambres à coucher, une salle de bains avec douche, une salle de bains avec baignoire et un WC séparé. Deu...",Appartement,5,170 m2,6.,CHF 4'450.–,Immostreet
141,17/03/2017,Rent,Lausanne,Avenue du Léman 30,1005 Lausanne,"Magnifique appartement traversant avec balcons comprenant : un grand séjour de 40 m2, 3 chambres à coucher, cuisine agencée et équipée, 2 salles de bains + 1 WC séparé. Une cave. Libre au 1er avril...",Appartement,5,162 m2,7.,CHF 4'510.–,Immostreet
142,17/03/2017,Rent,Lausanne,Av. de Rumine 4,1005 Lausanne,"A louer dans immeuble de standing appartement de 212 m2 au 1er étage comprenant : hall, huit pièces, une cheminée de salon, cuisine agencée avec cuisinière vitroceram avec four et four à vapeur, fr...",Appartement,8.5,212 m2,1.,CHF 4'775.–,Immostreet
143,17/03/2017,Rent,Lausanne,Avenue Secrétan 41,1005 Lausanne,"situé dans un quartier calme et verdoyant, proche des commerces et des transports, 1 grand hall, cuisine entièrement agencée, salle de bains-WC, douche-WC, cheminée, balcon, jouissance partielle du...",Appartement,7.5,200 m2,1.,CHF 4'920.–,Immostreet
144,17/03/2017,Rent,Lausanne,Avenue des Mousquines 18,1005 Lausanne,"Avenue des Mousquines 18 à Lausanne. Magnifique appartement de 6.5 pièces, entièrement rénové avec des matériaux de qualité. Grands et beaux volumes avec luminosité optimale, hauts plafonds, magnif...",Appartement,6.5,151 m2,1.,CHF 5'650.–,Immostreet
145,17/03/2017,Rent,Lausanne,Avenue Verdeil 16,1005 Lausanne,"Dans les beaux quartiers de Lausanne, cette charmante villa à l'abri des regards et de toute nuisance avec une somptueuse vue sur le lac, profite d'un cadre de vie agréable. Cette propriété a fait ...",Villa,5.5,257 m2,,CHF 7'100.–,Immostreet
146,17/03/2017,Rent,Lausanne,Avenue Verdeil 16,1005 Lausanne,"Maginifique villa de 5.5 pièces avec vue sur le lac Très belle villa de 5.5 pièces, quartier Verdeil à Lausanne Cette très belle villa mitoyenne d'environ 257m2 bénéficie d'un emplacement privilégi...",Appartement,5.5,257 m2,R.D.C.,CHF 7'100.–,Immostreet
147,17/03/2017,Rent,Lausanne,Passage Perdonnet 1,1005 Lausanne,"Pour de suite ou à convenir, nous louons : - Dépôt à CHF 60.00 + 8% TVA Nous nous réjouissons de votre prise de contact!",Pièce pour les hobbys,,,,CHF 60.–,Immostreet
148,17/03/2017,Rent,Lausanne,Rue St-Martin 32,1005 Lausanne,Spacieux local archives,Pièce pour les hobbys,,,,CHF 605.–,Immostreet
149,17/03/2017,Rent,Lausanne,Montolivet 19,1006 Lausanne,Annonce adressée uniquement à la gente féminine. Disponibilité : 15 FEVRIER 2017 VISITE : contacter M. Milloud le concierge au 079.213.93.18 Chambres indépendantes meublées comprenant : - Frigo - L...,Chambre,1,,3.,CHF 590.–,Immostreet
150,17/03/2017,Rent,Lausanne,Chemin de Chissiez 7,1006 Lausanne,"Immeuble proche de toutes commodités. Ce logement se compose d'un séjour lumineux, d'une cuisine récente séparée entièrement équipée et d'une salle de douche.",Studio,1,,1.,CHF 750.–,Immostreet
151,17/03/2017,Rent,Lausanne,Avenue des Alpes 22,1006 Lausanne,"Comprenant: grand hall, séjour avec cheminée, salle à manger, cuisine fermée habitable, réduit, 5 chambres à coucher avec armoires murales, 2 salles d'eau dont une avec colonne de lavage. Une cave....",Appartement,1,,1.,CHF 880.–,Immostreet
152,17/03/2017,Rent,Lausanne,Chemin de Chandieu 22,1006 Lausanne,Appartement de 1.5 pièces au 2ème étage situé dans le quartier privilégié de Montchoisi entre la Gare et le Lac 32 m2 Hall entrée Cuisine fermée et équipée 1 chambre/salon Balon Salle de bains /wc ...,Appartement,1.5,,2.,CHF 960.–,Immostreet
153,17/03/2017,Rent,Lausanne,Bd de Grancy 35,1006 Lausanne,"Joli studio fonctionnel avec un hall, cuisine semie-agencée, salle-de-douche et pièce principale. Attention ! contrat établi pour une durée fixe ne dépassant pas le 31.03.2019.",Appartement,1,26 m2,5.,CHF 995.–,Immostreet
154,17/03/2017,Rent,Lausanne,Chemin de Vermont 20,1006 Lausanne,"Cuisine agencée, salle-de-bains-wc, séjour, chambre, balcon.",Appartement,2.5,55 m2,R.D.C.,CHF 1'300.–,Immostreet
155,17/03/2017,Rent,Lausanne,Avenue des Alpes 10,1006 Lausanne,"Ce loft neuf très lumineux se situe au rez-inférieur d'un petit immeuble tranquille du début 1900. L’immeuble, rénové en 2015, est idéalement situé à 10 minutes à pied de la gare, à un jet de pierr...",Appartement,,58 m2,R.D.C.,CHF 1'615.–,Immostreet
156,17/03/2017,Rent,Lausanne,Chemin du Cap 1,1006 Lausanne,"hall d'entrée, séjour, 1 chambre, cuisine agencée (cuisinière, frigo, four, hotte de ventilation), salle de bains, WC séparé, balcon, cave.",Appartement,2,,2.,CHF 1'650.–,Immostreet
157,17/03/2017,Rent,Lausanne,Av. Montchoisi 47,1006 Lausanne,"Comprenant: hall, deux chambres, salon, cuisine agencée, WC séparé, salle-de-bains.",Appartement,3.5,80 m2,3.,CHF 1'670.–,Immostreet
158,17/03/2017,Rent,Lausanne,Rue du Crêt 10,1006 Lausanne,"Logement traversant dans un charmant petit immeuble en face de la place de Milan comprenant : - Cuisine agencée, fermée - Séjour avec parquet et accès à une terrasse privative - Deux chambres avec ...",Appartement,3,69 m2,R.D.C.,CHF 1'680.–,Immostreet
159,17/03/2017,Rent,Lausanne,avenue d'ouchy,1006 Lausanne,"A louer charmant et lumineux appartement situé à l'avenue d'Ouchy à Lausanne. Situé à deux pas du lac et à proximité du m2, des commerces et restaurants. Hall d'entrée, salon-séjour, cuisine, une c...",Appartement,2.5,60 m2,3.,CHF 1'750.–,Immostreet
160,17/03/2017,Rent,Lausanne,CH. DU TRABANDAN 37 C,1006 Lausanne,"Cuisine : laboratoire, ouverte s/coin manger / Agencement : cuisinière électrique, frigo, hotte ventilation, lave-vaisselle / Caractéristiques : balcon, hall, cave . Orientation : OUEST",Appartement,3.5,76 m2,2.,CHF 1'830.–,Immostreet
161,17/03/2017,Rent,Lausanne,CH. DU TRABANDAN 37 C,1006 Lausanne,"Cuisine : laboratoire, ouverte s/coin manger / Agencement : cuisinière électrique, frigo, hotte ventilation, lave-vaisselle / Caractéristiques : hall, cave . Orientation : OUEST",Appartement,3.5,76 m2,3.,CHF 1'870.–,Immostreet
162,17/03/2017,Rent,Lausanne,Ch. du Vanil 8,1006 Lausanne,"Appartement comprenant : hall, 2 chambres, séjour, cuisine agencée, bains/WC. Quartier tranquille. Orienté plein Sud. Place de parc extérieure à disposition à Fr. 80.00. .",Appartement,3.5,70 m2,R.D.C.,CHF 1'900.–,Immostreet
163,17/03/2017,Rent,Lausanne,Chemin de Bonne-Espérance 7,1006 Lausanne,"quartier tranquille et proche de toutes les commodités, cuisine entièrement agencée, salle de bains-WC, balcon.",Appartement,2.5,70 m2,4.,CHF 1'960.–,Immostreet
164,17/03/2017,Rent,Lausanne,Chemin de Bonne-Espérance 5,1006 Lausanne,"proche du magasin alimentaire COOP et des transports, cuisine agencée, salle de bains-WC, balcon.",Appartement,2.5,70 m2,4.,CHF 2'020.–,Immostreet
165,17/03/2017,Rent,Lausanne,Chemin de Beau-Rivage 6,1006 Lausanne,"Cet appartement de 59 m2 est idéalement situé à deux pas du lac et composé comme suit: Hall d'entrée avec armoires murales, séjour, cuisine partiellement agencée, chambre, salle de bains/WC Contact...",Appartement,2.5,59 m2,4.,CHF 2'260.–,Immostreet
166,17/03/2017,Rent,Lausanne,Avenue de l'Elysée 23,1006 Lausanne,"Nouvelle construction de 2015, immeuble de standing au coeur du quartier de Montchoisi Appartement de 2.5 pièces au 2ème étage Ce dernier est composé de la façon suivante: Un hall d'entrée Une cham...",Appartement,2.5,51 m2,2.,CHF 2'490.–,Immostreet
167,17/03/2017,Rent,Lausanne,Chemin du Closelet 6,1006 Lausanne,"Magnifique immeuble situé à deux pas de la gare de Lausanne et 10 min à pieds d'Ouchy, proche de toutes commodités et des transports publics. Accès sécurisé, ascenseur. comprenant : 2 grandes chamb...",Appartement,3,95 m2,4.,CHF 2'750.–,Immostreet
168,17/03/2017,Rent,Lausanne,Avenue des Alpes 2Bis,1006 Lausanne,"APPARTEMENT MEUBLE ET ENTIÈREMENT ÉQUIPÉ A LOUER Lausanne Logement de 3,5 pièces au 3ème étage Immeuble idéalement situé à proximité immédiate des commerces et des commodités. Belle superficie. Fin...",Appartement,3.5,,R.D.C.,CHF 2'800.–,Immostreet
169,17/03/2017,Rent,Lausanne,Juste Olivier 25,1006 Lausanne,"Bel appartement de 4.5 pièces idéalement situé dans le quartier sous gare, à proximité de toutes les commodités. L'appartement a été entièrement rénové en 2013, il offre tout le charme de l'ancien ...",Appartement,4.5,131 m2,2.,CHF 3'200.–,Immostreet
170,17/03/2017,Rent,Lausanne,chemin du Trabandan 24,1006 Lausanne,"Appartement de standing de 4 pièces dans petit immeuble avec magnifique vue sur le lac, quartier calme comprenant : Hall, deux grandes chambres à coucher, cuisine entièrement agencée, salle à mange...",Appartement,4,135 m2,1.,CHF 3'200.–,Immostreet
171,17/03/2017,Rent,Lausanne,Avenue de l'Elysée 23,1006 Lausanne,"Nouvelle construction de 2015, immeuble de standing au coeur du quartier de Montchoisi Appartement de standing jouissant d'une excellente situation et luminosité. Ce dernier est composé de la façon...",Appartement,3.5,79 m2,1.,CHF 3'200.–,Immostreet
172,17/03/2017,Rent,Lausanne,Avenue Juste-Olivier,1006 Lausanne,"Magnifique appartement rénové avec beaucoup de cachet. Situé au centre de ville de Lausanne au 4ème étage d'un immeuble cossu, cet appartement de 4 1/2 pièces comprend : - Un hall spacieux - Une cu...",Appartement,4.5,101 m2,4.,CHF 3'760.–,Immostreet
173,17/03/2017,Rent,Lausanne,Avenue de Montchoisi 9,1006 Lausanne,Magnifique loft a louer sous gare à coter d'Ouchy. Très belle surface et très bon état avec cuisine contemporaine agencée. Une grande cave ainsi qu'une place de parc disponible. Immeuble avec gardien.,Loft,,150 m2,3.,CHF 3'769.–,Immostreet
174,17/03/2017,Rent,Lausanne,Chemin de Montolivet 1,1006 Lausanne,"Bel appartement de 4.5 pièces au 3ème étage avec vue imprenable sur le lac et les alpes qui se compose comme suit : Un hall d'entée, une cuisine agencée et équipée ouverte sur un séjour avec chemin...",Appartement,4.5,115 m2,,CHF 3'850.–,Immostreet
175,17/03/2017,Rent,Lausanne,Av. de Montchoisi 20A,1006 Lausanne,"Appartement de 4.5 pièces d'exception en attique, au coeur de Lausanne, se composant comme suit : Ascenseur privatif Terrasse panoramique Grand hall avec armoires Cuisine ouverte sur spacieux salon...",Appartement,4.5,124 m2,5.,CHF 3'870.–,Immostreet
176,17/03/2017,Rent,Lausanne,Av. Juste-Olivier 6,1006 Lausanne,"APPARTEMENT D'EXCEPTION Centre-ville, proche de toutes commodités, des transports publics et à 2 minutes de la gare CFF, splendide appartement de 3.5 pièces de haut standing, situé dans les combles...",Appartement,3.5,120 m2,5.,CHF 4'100.–,Immostreet
177,17/03/2017,Rent,Lausanne,Avenue de l'Elysée 23,1006 Lausanne,"Nouvelle construction de 2015, immeuble de standing au coeur du quartier de Montchoisi Bel appartement de standing 4.5 pièces au 3ème étage Appartement comprenant: une cuisine entièrement agencée o...",Appartement,4.5,97 m2,3.,CHF 4'210.–,Immostreet
178,17/03/2017,Rent,Lausanne,Avenue Antoine-Michel-Servan 12,1006 Lausanne,"Immeuble en copropriété situé dans un quartier ""sous-gare"" calme. A quelques minutes à pied de la gare de Lausanne, du métro et d'Ouchy. Commodités à la porte. Comprenant : hall avec armoires mural...",Duplex,4.5,150 m2,R.D.C.,CHF 4'250.–,Immostreet
179,17/03/2017,Rent,Lausanne,Avenue des Alpes 22,1006 Lausanne,Petit immeuble résidentiel de 4 appartements au centre ville (Quartier sous-gare). Situé dans quartier calme et verdoyant. Proches de toutes commodités. Gare et M2 à 10 minutes à pied. Comprenant: ...,Appartement,6.5,142 m2,1.,CHF 4'650.–,Immostreet
180,17/03/2017,Rent,Lausanne,Avenue des Alpes 22,1006 Lausanne,Petit immeuble résidentiel de 4 appartements au centre ville (quartier sous-gare). Situé dans quartier calme et verdoyant. Proches de toutes commodités. Gare et M2 à 10 minutes à pied. Appartement ...,Appartement,6.5,142 m2,3.,CHF 4'970.–,Immostreet
181,17/03/2017,Rent,Lausanne,Avenue Tissot 16,1006 Lausanne,Bel appartement de 5 pièces au rez inférieur d'env. 175m2 comprenant : - hall habitable - séjour avec cheminée - 3 chambres - un Walking closet - une salle à manger - une cuisine entièrement agencé...,Appartement,5,175 m2,R.D.C.,CHF 5'460.–,Immostreet
182,17/03/2017,Rent,Lausanne,Chemin de Montolivet 35,1006 Lausanne,"Magnifique appartement situé au 3ème et dernier étage d’un immeuble d’un des beaux quartiers de Lausanne, idéalement situé à seulement 5 min d’Ouchy. Il est entouré de verdure au calme, dans un imm...",Attique,7.5,208 m2,,CHF 5'850.–,Immostreet
